true negative, false positive, false negative, true positive, precision,vpn precision, recall,vpn recall, f1-score, vpn f1-score, accuracy, cv accuracy, auc, cv auc
56202,1560,2055,4860,0.9647252690663783,0.7570093457943925,0.9729926249091098,0.702819956616052,0.9688413104750084,0.7289088863892013,0.9441068695208498,0.8841503687125416,0.8379062907625808,0.8407191567862844
56284,1534,2086,4773,0.9642624635943121,0.7567781829713017,0.9734684700266353,0.6958740341157603,0.9688435983061934,0.7250493695883334,0.9440295622864388,0.8846837828214372,0.8346712520711979,0.841211457941918
56257,1561,2026,4833,0.9652385772866874,0.7558648733187363,0.9730014874260611,0.7046216649657384,0.9691044866107957,0.7293442994039085,0.9445397900335514,0.8852913496993382,0.8388115761958997,0.8369849314764652
56319,1538,2050,4770,0.9648786170741318,0.7561826252377932,0.9734172183141193,0.6994134897360704,0.9691291105260441,0.726691042047532,0.9445243285866691,0.8869565075130346,0.8364153540250948,0.8370702984573943
56100,1574,2149,4854,0.9631066627753266,0.755133789670193,0.972708672885529,0.6931315150649722,0.9678838539375275,0.7228054500781773,0.9424370332575722,0.8872672845317131,0.8329200939752506,0.8391062736452284
56295,1513,2022,4847,0.9653274345388138,0.7621069182389937,0.973827151951287,0.7056340078614063,0.9695586652314316,0.7327840350744576,0.9453437852714257,0.8863489096557272,0.8397305799063466,0.840978656653777
56195,1580,1961,4941,0.9662803494050485,0.757705873332311,0.9726525313717006,0.715879455230368,0.9694559694990985,0.7361990613126723,0.9452510165901326,0.8850919340395013,0.8442659933010344,0.8395449023310524
56063,1653,2136,4825,0.9632983384594237,0.7448286508181537,0.9713597615912398,0.6931475362735239,0.9673122546693698,0.7180593794181114,0.9414165777633471,0.886423077912869,0.8322536489323819,0.8360890396473266
56268,1487,2012,4910,0.9654770075497597,0.7675472877911521,0.9742533114016102,0.709332562843109,0.9698453052958159,0.7372925895337489,0.9459003973591849,0.8854537590068311,0.8417929371223596,0.8391671053973511
56194,1573,2038,4872,0.9650020607226267,0.7559348332040341,0.9727699205428705,0.7050651230101302,0.9688704212967354,0.7296143766379632,0.9441687153083785,0.8861726442126742,0.8389175217765004,0.840383295561255
56309,1531,2044,4793,0.9649718095042243,0.7579063883617964,0.973530428769018,0.7010384671639608,0.9692322256934585,0.7283641060709672,0.9447253273961377,0.885750525627522,0.8372844479664894,0.8379440894132302
