p,p_VPN,r,r_VPN,f1,f1_VPN,acc,auc,tp,tn,fp,fn
0.9708477920064822,0.6698709840627372,0.954786404739632,0.7619047619047619,0.9627501157235561,0.7129299320185771,0.9340569290474202,0.8583455833221969,5296,1655,2610,5296
0.9694804622034048,0.6616616616616616,0.9531035918070032,0.7534910230834996,0.9612222766389141,0.7045969353764158,0.9314439445243285,0.8532973074452513,5288,1730,2704,5288
0.9690109156105535,0.6613151810942718,0.9543495196052973,0.7449363425925926,0.9616243371476416,0.7006395427949381,0.9319696337183233,0.849642931098945,5149,1763,2637,5149
0.9701744810465341,0.6564720812182742,0.9531741913163813,0.7533129459734964,0.9615992042370886,0.7015664202888724,0.9319541722714412,0.8532435686449388,5173,1694,2707,5173
0.9701421634175522,0.6620329039663309,0.9541435221235876,0.7536295005807201,0.9620763358778627,0.7048679475863943,0.9327890904030799,0.8538865113521539,5191,1697,2650,5191
0.9699260042283299,0.660856384994316,0.9534968305102359,0.7539991353220925,0.9616412513755699,0.704361873990307,0.932093325293381,0.8537479829161642,5232,1707,2685,5232
0.9718143519416192,0.6527812735967783,0.9523414693130193,0.764367816091954,0.961979375687041,0.7041813738799891,0.9326190144873757,0.8583546427024867,5187,1599,2759,5187
0.9688658525871914,0.6625869621231641,0.9546587722031785,0.7437454808387564,0.9617098459150484,0.7008244191592288,0.9321087867402632,0.8492021265209675,5143,1772,2619,5143
0.9687016458010972,0.6511210762331838,0.9529014961515178,0.7406004080443019,0.9607366135656177,0.6929842503579464,0.9303771046894569,0.8467509520979098,5082,1780,2723,5082
0.9692045234703389,0.6517012023535431,0.95291452681088,0.7442302074203915,0.9609904961199756,0.694899072558647,0.9308254866490406,0.8485723671156357,5095,1751,2723,5095
0.9713597100786376,0.6573908603523104,0.9536434135304582,0.7598111537326645,0.9624200379982918,0.7049000821242813,0.9333302410439569,0.8567272836315613,5150,1628,2684,5150
0.9702968554787168,0.664118246687054,0.9543763089118508,0.7553623188405797,0.9622707362616267,0.7068077027393546,0.9331447036813705,0.8548693138762152,5212,1688,2636,5212
0.9664917238595074,0.6627303399948092,0.9549262066214599,0.7279076396807298,0.9606741573033708,0.6937916044015758,0.9302997974550459,0.8414169231510948,5107,1909,2599,5107
0.9717152480205964,0.6529869477911646,0.952220494211163,0.7643602174232408,0.9618691034133655,0.7042978003384095,0.9324489385716715,0.8582903558172018,5203,1604,2765,5203
0.9697135301895108,0.6631036217303823,0.953558922442187,0.7542554713202689,0.9615683806626985,0.705748511008499,0.9320160180589699,0.8539071968812278,5273,1718,2679,5273
0.969083211832698,0.663741935483871,0.9548924237965832,0.7450753186558516,0.9619354838709677,0.7020608707520131,0.9324953229123182,0.8499838712262174,5144,1760,2606,5144
0.9694699546984894,0.6586961993455827,0.9530072256588865,0.7513637668676428,0.9611681026196676,0.7019849785407726,0.9312893300555066,0.8521854962632646,5234,1732,2712,5234
0.9702338018753408,0.6628797549144754,0.9543016334440753,0.7542483660130719,0.9622017708378766,0.7056185882193083,0.9330055506594307,0.8542749997285736,5193,1692,2641,5193
0.9705282049477425,0.6544689532066811,0.9531700910677565,0.7539659224441834,0.9617708342414757,0.7007030236843902,0.9322015554215564,0.8535680067559699,5133,1675,2710,5133
0.967867661323034,0.6438424880862804,0.9507978032258624,0.7380678550891316,0.9592567992728798,0.687742799732083,0.9279187346351871,0.844432829157497,5134,1822,2840,5134
0.9687170289090525,0.6600076834421821,0.9540211970074813,0.7434011250540892,0.9613129515234008,0.6992266992266992,0.9314439445243285,0.8487111610307854,5154,1779,2655,5154
0.9700320456386238,0.6637067106431561,0.954089673207142,0.7545428324199596,0.961994813902931,0.7062158331646081,0.9326963217217867,0.8543162528135507,5232,1702,2651,5232
0.9695745731621278,0.6576870066407718,0.9526541081052978,0.7526527100659592,0.9610398692296261,0.7019725844199265,0.931088331246038,0.8526534090856286,5249,1725,2732,5249
0.9705541101188383,0.6545617862184011,0.9535068478955459,0.7528040141676505,0.9619549592716818,0.7002539638959434,0.9324798614654359,0.8531554310315981,5101,1675,2692,5101
0.9710254961508581,0.6617336152219874,0.9528718703976435,0.7642918701522551,0.9618630357408331,0.7093248017063254,0.9325726301467291,0.8585818702749494,5321,1641,2720,5321
0.970507447969856,0.6609158949638463,0.9537479235880398,0.756717501815541,0.9620547012724067,0.7055796316359697,0.9327736289561978,0.8552327127017905,5210,1675,2673,5210
0.9694010416666666,0.6568514977692798,0.9534135156182401,0.7476784677887406,0.9613408133173962,0.6993282214833412,0.9314903288649752,0.8505459917034903,5153,1739,2692,5153
0.9697727232716582,0.6642113284226568,0.9542005889485536,0.7528429537930041,0.9619236377288641,0.7057553471425679,0.9325726301467291,0.8535217713707789,5230,1717,2644,5230
0.9698645578315163,0.6562025316455696,0.9529957426188086,0.7518491660623641,0.9613561570893601,0.7007772896248733,0.931552174652504,0.8524224543405864,5184,1711,2716,5184
0.9693073486474126,0.6512846733989518,0.9528329615989765,0.7448830409356725,0.9609995553269219,0.6949464638886994,0.9308409480959228,0.8488580012673244,5095,1745,2728,5095
0.9701295035110625,0.6625828228528566,0.9532105956591083,0.757900757900758,0.9615956349136952,0.7070437566702242,0.932093325293381,0.8555556767799332,5300,1693,2699,5300
0.9699634214969048,0.6528862152822219,0.9531347203981475,0.749155529446321,0.9614754384129972,0.6977157707563945,0.9316604047806794,0.8511451249222343,5101,1708,2712,5101
0.9719403931515536,0.6598355471220746,0.9535321766779568,0.7660449405199001,0.9626482903000698,0.7089846404784559,0.9337940844504229,0.8597885585989284,5216,1593,2689,5216
