p,p_VPN,r,r_VPN,f1,f1_VPN,acc,auc,tp,tn,fp,fn
0.9720861642176226,0.6722395023328149,0.956321243523316,0.7653829127932713,0.9641392639799409,0.7157938315048644,0.9363143002922213,0.8608520781582938,5187,1590,2529,5187
0.9714351045679208,0.6678169734151329,0.9550563740748427,0.7628850927142649,0.9631761146135803,0.7121924623458052,0.9347063098164726,0.8589707333945539,5225,1624,2599,5225
0.9715294986028365,0.6664094650205762,0.9551792656587473,0.7618347544839753,0.9632850073186032,0.7109342845383454,0.9348454628384124,0.8585070100713613,5182,1620,2594,5182
0.9712316241119786,0.6804968625944423,0.9567793233668821,0.7646043165467626,0.9639513067760374,0.7201029880073176,0.936128762929635,0.8606918199568224,5314,1636,2495,5314
0.9706367883109128,0.6731738849385909,0.9562614623343368,0.7569414159034743,0.9633955028760677,0.7126043519912412,0.9350619230947632,0.8566014391189055,5207,1672,2528,5207
0.9730775998592293,0.6715942398368804,0.9554745408366018,0.775,0.9641957334774687,0.7196012835392913,0.9364998376548077,0.8652372704183009,5270,1530,2577,5270
0.9734033153076733,0.6659251019651464,0.9532223452858923,0.7816625562164514,0.9632071347381307,0.7191671115856914,0.9349382315197056,0.8674424507511719,5388,1505,2703,5388
0.9732691086174042,0.6700412448443944,0.9543260497223232,0.7796684118673648,0.9637044995938049,0.7207098205283324,0.9357576882044621,0.866997230794844,5361,1515,2640,5361
0.9719734689209873,0.6719826486348558,0.9555321099330647,0.7677842565597668,0.9636826681551772,0.7166961491359368,0.9356185351825224,0.8616581832464157,5267,1593,2571,5267
0.9709389102530334,0.6651138716356108,0.9552883452541377,0.7564385577630611,0.9630500474610515,0.7078427322178613,0.9343970808788287,0.8558634515085995,5140,1655,2588,5140
0.9725087120278785,0.6714594732154218,0.9553580690895259,0.7716040356777306,0.9638571029863243,0.7180568784868689,0.9359277641201663,0.8634810523836282,5277,1562,2582,5277
0.9718702081534096,0.673551637279597,0.9551036668802938,0.7701612903225806,0.9634139949331703,0.7186240257995162,0.9352474604573496,0.8626324786014372,5348,1596,2592,5348
0.9714607255270886,0.6778944672131147,0.9564585100673465,0.7653267784846732,0.9639012474919305,0.7189622385221407,0.9360205328014596,0.8608926442760098,5293,1623,2515,5293
0.9726307261487522,0.6708027348695872,0.9550367488110679,0.7732049036777583,0.9637534466510769,0.7183728813559321,0.9357731496513444,0.864120826244413,5298,1554,2600,5298
0.9728087631861648,0.6730428173296175,0.9553614666205466,0.7748286422633804,0.9640061778487474,0.7203579418344519,0.9362215316109281,0.8650950544419636,5313,1544,2581,5313
0.9730333914206756,0.6756928553267226,0.9558879474321287,0.7762523733021761,0.9643844697795727,0.7224903146876912,0.9368709123799805,0.8660701603671525,5315,1532,2551,5315
0.9720433512790738,0.6762342135476463,0.9560800872168481,0.7693759071117562,0.9639956379498363,0.7198044673772829,0.9361906087171638,0.8627279971643022,5301,1589,2538,5301
0.9712183357684793,0.6720457433290978,0.9553096808823784,0.7638648180242634,0.9631983240223463,0.7150196025415708,0.934814539944648,0.859587249453321,5289,1635,2581,5289
0.9712118812578086,0.670361875637105,0.9552267220491519,0.7627954182978106,0.9631529810049821,0.7135978297728044,0.9347063098164726,0.8590110701734813,5261,1636,2587,5261
0.9714723710177615,0.6786119873817035,0.9558425797503467,0.7686151207660425,0.9635940995525727,0.720814904168342,0.935587612288758,0.8622288502581946,5378,1619,2547,5378
0.9714120350071032,0.6677545691906005,0.9560691845612097,0.7583395107487028,0.9636795448416254,0.7101700798333912,0.9354484592668182,0.8572043476549562,5115,1630,2545,5115
0.9712819970382907,0.672073431409531,0.9548030431693326,0.7664181244622885,0.9629720258330638,0.7161519394386012,0.9344898495601218,0.8606105838158106,5345,1629,2608,5345
0.971912483731401,0.6727202967131347,0.9557419578000692,0.7670993145690536,0.9637593958736637,0.7168165712728263,0.93574222675758,0.8614206361845613,5260,1597,2559,5260
0.9707160832761382,0.6643748408454291,0.9543905182109179,0.7582098227259517,0.9624840775445394,0.7081976112920738,0.9335157784065433,0.8563001704684349,5218,1664,2636,5218
0.97116601068316,0.6746941403734708,0.9562953094451269,0.7614825581395349,0.9636732950335196,0.7154660293615568,0.9355721508418758,0.8588889337923309,5239,1641,2526,5239
0.9708331133055218,0.6708619374523265,0.9551633964290044,0.7610325930199019,0.9629345112348761,0.7131081081081081,0.934350696538182,0.8580979947244531,5277,1657,2589,5277
0.9707417919338449,0.6733780760626398,0.9571255830022456,0.753941358479446,0.9638856029503862,0.7113860697900738,0.9358040725451088,0.8555334707408457,5117,1670,2482,5117
0.9719144732199563,0.6732140623045164,0.9547345071398863,0.7716908073999713,0.9632478931356436,0.7190966190030736,0.9350000773072344,0.8632126572699288,5381,1592,2612,5381
0.9718287554327744,0.6616110119806271,0.9541331951282715,0.764281507656066,0.9628996826946546,0.7092498975269846,0.93419608206936,0.8592073513921687,5191,1601,2655,5191
0.9721786626728922,0.6731885887402171,0.9551804726045183,0.7715567129629629,0.9636046105483758,0.7190238640959957,0.9355566893949936,0.8633685927837406,5333,1579,2589,5333
0.9722818248971121,0.6674766594193631,0.9550810269168308,0.7680647534952171,0.9636046714310615,0.7142466128370056,0.9354329978199359,0.861572890206024,5219,1576,2600,5219
0.9711262522227504,0.6737750698146737,0.9554816470058376,0.7639608520437536,0.9632404302877898,0.7160393902603533,0.9349073086259412,0.8597212495247957,5308,1640,2570,5308
0.970235482114949,0.6824062095730918,0.9574575008231238,0.7568149210903874,0.9638041411551278,0.717687074829932,0.9358349954388732,0.8571362109567556,5275,1695,2455,5275
0.9732529865736336,0.6678026000252429,0.9545171770235709,0.777059773828756,0.963794036048926,0.7183002986695629,0.9358349954388732,0.8657884754261636,5291,1518,2632,5291
0.9721870159132516,0.6694624475791079,0.9550225665323626,0.7692757009345794,0.9635283547196802,0.7159067744784942,0.935355690585525,0.862149133733471,5268,1580,2601,5268
0.971090854804433,0.6711886304909561,0.9559962653018881,0.7593919017687473,0.9634844432052835,0.7125711542418216,0.935201076116703,0.8576940835353176,5195,1646,2545,5195
0.9718778615200394,0.6706806946381036,0.9550433473498416,0.7681475029036005,0.9633870672124422,0.7161128781214049,0.9351392303291742,0.861595425126721,5291,1597,2598,5291
