p,p_VPN,r,r_VPN,f1,f1_VPN,acc,auc,tp,tn,fp,fn
0.9733871925864322,0.9275790204932268,0.9927814707104279,0.7730496453900709,0.9829886791159255,0.8432935975369069,0.9693090279388346,0.8829155580502495,5341,1568,417,5341
0.9735804818376431,0.9329781749441485,0.9932400811190266,0.777348224513173,0.9833120264948392,0.8480824806685933,0.9699274858141225,0.8852941528160997,5429,1555,390,5429
0.9743528933459819,0.9303808680248007,0.9932137245082973,0.7762341117351463,0.983692910221219,0.846345983401821,0.9705150207956461,0.8847239181217219,5252,1514,393,5252
0.9728409302956793,0.9401187150837989,0.9940545319027231,0.7708273690237618,0.9833333333333334,0.847097687588485,0.9699429472610047,0.8824409504632424,5385,1601,343,5385
0.9746410591087078,0.9361365235749473,0.9937262357414449,0.7805486284289277,0.9840911230349242,0.8512918966482682,0.9712571702459917,0.8871374320851863,5321,1496,363,5321
0.9751631770789184,0.9249824314827828,0.9926311974735534,0.7823179791976226,0.9838196558683681,0.847689582997907,0.970746942498879,0.8874745883355879,5265,1465,427,5265
0.9732136821469614,0.9247956403269755,0.9928621920311719,0.762582384661474,0.9829397557457775,0.8358919628930301,0.9690925676824838,0.8777222883463229,5091,1585,414,5091
0.9732883905281344,0.9333215109061891,0.9934989712467798,0.7694444444444445,0.9832898395721926,0.8434970750861448,0.9698037942390649,0.8814717078456121,5263,1577,376,5263
0.9734304837753114,0.9344754503708936,0.9935833131550729,0.7713952471205715,0.9834036616366951,0.8451401645236004,0.9700202544954157,0.8824892801378222,5291,1568,371,5291
0.9734522275717095,0.9303919845315521,0.9931509218582448,0.7716868348155708,0.9832029176583394,0.8436404207841888,0.9696646412171251,0.8824188783369078,5293,1566,396,5293
0.9740328113854828,0.9311475409836065,0.9930911483584984,0.7792057761732852,0.9834696572183069,0.8484276729559748,0.9701903304111199,0.8861484622658918,5396,1529,399,5396
0.9743837684699815,0.9345549738219895,0.9935134574136857,0.7800436999271668,0.9838556342551753,0.850337435490274,0.9708551726270545,0.8867785786704262,5355,1510,375,5355
0.973963814114532,0.9307171383920819,0.9930948548881159,0.7774876704380621,0.9834363030308223,0.8472299059511579,0.9701130231767089,0.885291262663089,5360,1534,399,5360
0.9759009544512754,0.9202761000862812,0.99202416918429,0.7898400473933649,0.9838965130514439,0.8500836853431099,0.9709170184145832,0.8909321082888274,5333,1419,462,5333
0.9734546255357355,0.9309245483528161,0.9932588930756733,0.7703356294884948,0.9832570475253454,0.8430507658994304,0.969741948451536,0.8817972612820841,5256,1567,390,5256
0.9735660425315598,0.9351819145178382,0.993652934869081,0.7724288840262582,0.9835069370148155,0.84604937285292,0.970205791858002,0.8830409094476696,5295,1560,367,5295
0.97555464954303,0.9256582343830666,0.9925335729964223,0.7889410384276914,0.9839708717070037,0.8518489191543273,0.9710716328834053,0.8907373057120568,5379,1439,432,5379
0.9750597650090708,0.9434691011235955,0.9944321482916033,0.7850986121256391,0.9846506810029706,0.8570289450602026,0.9722776257402168,0.8897653802086213,5374,1471,322,5374
0.9744194731124389,0.9384215091066782,0.9938538781163435,0.7821309816394391,0.9840407295666483,0.8531777322188929,0.971210785905345,0.8879924298778913,5410,1507,355,5410
0.9743881519726898,0.9294584339427389,0.9929214260989961,0.7813542119762216,0.983567491578018,0.8489956675856638,0.9703604063268241,0.8871378190376088,5389,1508,409,5389
0.9728615770816018,0.9358391608391609,0.9936421592405239,0.7698835035236589,0.983142071116977,0.8447881322496648,0.9695873339827141,0.8817628313820913,5353,1600,367,5353
0.9741154120161482,0.9369211951773545,0.9937531364100435,0.7784552845528455,0.9838362899702765,0.850368725715645,0.9708242497332901,0.8861042104814445,5362,1526,361,5362
0.973173506290643,0.9299307958477508,0.9929836111014865,0.7728253055355859,0.9829787598933278,0.8441303494307029,0.9693090279388346,0.8829044583185361,5375,1580,405,5375
0.9744336459991195,0.9344612644701692,0.9936464088397791,0.7765280449903803,0.9839462481407396,0.8482056256062076,0.9709634027552299,0.8850872269150796,5247,1510,368,5247
0.9748235613463626,0.926914355485784,0.992760759515541,0.7817005001471021,0.9837103994932503,0.848136621179475,0.9705768665831749,0.8872306298313216,5314,1484,419,5314
0.9734909516460033,0.9282715185444367,0.9929075560476058,0.772455961566458,0.9831033921674417,0.8432260627731426,0.9694945653014209,0.8826817588070319,5306,1563,410,5306
0.9736489579977278,0.9381136044880786,0.9938897735927439,0.7749456915278784,0.9836652533299072,0.8487588230628916,0.9705150207956461,0.8844177325603111,5351,1554,353,5351
0.9748865818225069,0.9338942307692307,0.993334487534626,0.7863235506722568,0.9840240796480667,0.8537791382152108,0.9711953244584628,0.8898290191034414,5439,1478,385,5439
0.9739078701342853,0.9235505387378142,0.9922586678674102,0.7786589762076424,0.9829976323645473,0.8449381943357847,0.9693554122794811,0.8854588220375262,5400,1535,447,5400
0.9735576923076923,0.9231043710972346,0.9925613986641584,0.7681116389548693,0.982967704443096,0.8385057936958107,0.9691853363637769,0.8803365188095138,5174,1562,431,5174
0.9739688577201949,0.9367438645005185,0.9936594830573072,0.7795196318136056,0.98371564550015,0.8509302143025355,0.9706387123707036,0.8865895574354563,5420,1533,366,5420
0.9736204119691447,0.9356992269852424,0.9936672722553854,0.7739029351932578,0.9835417023462921,0.8471449021790998,0.9702830990924131,0.8837851037243216,5326,1556,366,5326
0.9725186177882577,0.9343575418994413,0.9934841001646304,0.7676419965576592,0.9828895708676941,0.8428346456692912,0.9691389520231303,0.8805630483611449,5352,1620,376,5352
0.9728492983526541,0.9296668429402433,0.9930970052421239,0.7670157068062827,0.9828688840374985,0.8405450633516615,0.9690616447887194,0.8800563560242032,5274,1602,399,5274
0.9724601061574726,0.9374562018220042,0.9938130394093793,0.767168458781362,0.9830206306622897,0.8438066703461325,0.9693708737263633,0.8804907490953706,5351,1624,357,5351
