p,p_VPN,r,r_VPN,f1,f1_VPN,acc,auc,tp,tn,fp,fn
0.9941488168182682,0.9746290801186943,0.9970399349131888,0.9509264620729588,0.9955922769778578,0.9626318874560376,0.9921146620900784,0.9739831984930739,6569,339,171,6569
0.9932067794272315,0.9739442946990117,0.9969885252427353,0.942881994781096,0.9950940593204236,0.9581614614024749,0.9912178981709109,0.9699352600119158,6504,394,174,6504
0.9941250452250917,0.9728670485378353,0.996890224940396,0.9498160412067697,0.9955057149018761,0.9612033658500261,0.9919445861743742,0.973353133073583,6454,341,180,6454
0.9940284082083499,0.9713479809976246,0.9966602062711982,0.9497750036289737,0.9953425675500523,0.960440366972477,0.9916662801304946,0.973217604950086,6543,346,193,6543
0.9948199053769382,0.9677657844152003,0.9962304606446258,0.956172388604821,0.9955246833583881,0.9619341563786008,0.9919909705150208,0.9762014246247234,6545,300,218,6545
0.99486851653478,0.97131931166348,0.9966248961506508,0.9569627590204318,0.9957459318311515,0.9640875912408758,0.9923929681339579,0.9767938275855412,6604,297,195,6604
0.9941669830531874,0.9734066260585351,0.9969024174987454,0.9509433962264151,0.9955328212350841,0.9620439027971514,0.992006431961903,0.9739229068625802,6552,338,179,6552
0.9939675973802137,0.9729607931500676,0.9968885047536733,0.9487329720228505,0.9954259083455596,0.9606941560367843,0.9918054331524344,0.9728107383882618,6477,350,180,6477
0.9939999654176681,0.9713617767387492,0.9966020595679761,0.9503931379556826,0.9952993117776912,0.960763060914806,0.9916044343429659,0.9734975987618293,6648,347,196,6648
0.9939360529217199,0.969527832252225,0.9965111057376767,0.9480749373063874,0.9952219136494576,0.95868138424821,0.9914343584272616,0.9722930215220319,6427,352,202,6427
0.9943313400850299,0.9672780630961115,0.9961389961389961,0.9526011560693641,0.9952343472958597,0.9598835092828539,0.9914807427679082,0.9743700761041801,6592,328,223,6592
0.9940512113113199,0.9690212511224184,0.9964222133881812,0.9494134897360704,0.9952353002106135,0.9591171678269886,0.9914652813210261,0.9729178515621258,6475,345,207,6475
0.9945907645513619,0.9677087920152649,0.9961918609683059,0.9546770923834347,0.9953906689151208,0.9611487717763686,0.9917590488117878,0.9754344766758704,6593,313,220,6593
0.9947039746066796,0.9713817260396482,0.9966812438421516,0.9550117233294255,0.9956916275977586,0.963127170619966,0.9922847380057825,0.9758464835857885,6517,307,192,6517
0.9937600470157122,0.9721570926143025,0.9967060781526299,0.9483917083631165,0.9952308824165838,0.960127360879948,0.9914807427679082,0.9725488932578733,6634,361,190,6634
0.9940720317077374,0.9712652324356853,0.9966998980596783,0.9494117647058824,0.995384230460628,0.9602141741652414,0.9917281259180234,0.9730558313827803,6456,344,191,6456
0.9946139418030389,0.9728823887873248,0.9969298699506709,0.9532766084490223,0.995770559302616,0.9629797180125161,0.9924084295808402,0.9751032391998465,6386,313,178,6386
0.9944058841810836,0.9723331853824531,0.9967636420276561,0.953016241299304,0.9955833671855417,0.962577810325888,0.9920992006431962,0.97488994166348,6572,324,187,6572
0.9947939112896275,0.9716556688662268,0.9967355257703469,0.9554637959003097,0.9957637720546999,0.9634917094207748,0.9924084295808402,0.9760996608353283,6479,302,189,6479
0.9938942124744872,0.9679440477925105,0.9961859191068116,0.9495425957690109,0.9950387462660721,0.9586550256151237,0.9911405909364999,0.9728642574379113,6643,353,220,6643
0.9942292408168907,0.9685247830563318,0.9962948855569791,0.9517271281977164,0.9952609913867653,0.9600524857850999,0.9915271271085548,0.9740110068773478,6585,334,214,6585
