p,p_VPN,r,r_VPN,f1,f1_VPN,acc,auc,tp,tn,fp,fn
0.9704356490070776,0.7803557617942769,0.97547961527171,0.745639964528525,0.9729510949596548,0.7626029778550374,0.9514355953430123,0.8605597899001175,5045,1721,1420,5045
0.969568646276231,0.7824854307765002,0.9761625297752615,0.7367640516090761,0.9728544150281262,0.7589367552703942,0.9512036736397792,0.8564632906921688,4968,1775,1381,4968
0.969680786921394,0.7804767652383826,0.9748025768911056,0.7461416414250686,0.97223493648148,0.7629230882678268,0.9502914482737295,0.860472109158087,5173,1760,1455,5173
0.9704676952748312,0.7833459500378501,0.9752370734408528,0.7510524023806068,0.9728465389262904,0.7668593448940269,0.9513582881086012,0.8631447379107298,5174,1715,1431,5174
0.9709068986306089,0.7778616732105105,0.9745664540000346,0.7530701754385964,0.9727332343906395,0.7652651909077403,0.9511418278522504,0.8638183147193155,5151,1689,1471,5151
0.9684333660181315,0.7827681026581118,0.9753629716899408,0.7363126886046846,0.971885816882321,0.758830062939652,0.9496420675046771,0.8558378301473127,5124,1835,1422,5124
0.9694448750409067,0.7824116047144152,0.9750541359896059,0.7448216340621404,0.9722414150487115,0.7631540162122329,0.9503069097206116,0.8599378850258732,5178,1774,1440,5178
0.9696636358948798,0.7884852216748769,0.9762242602526389,0.7437200522723972,0.9729328883945124,0.7654487035791676,0.9514665182367766,0.859972156262518,5122,1765,1374,5122
0.9687268211063771,0.7714797136038186,0.9734451917076891,0.7404438081603436,0.9710802749319154,0.7556432171816787,0.9482814601790436,0.8569444999340162,5172,1813,1532,5172
0.9702392229130428,0.7798609011188389,0.9748057656036407,0.749056055765321,0.9725171336337115,0.7641481481481482,0.9507707531270776,0.8619309106844809,5158,1728,1456,5158
0.9702736682568934,0.7836407620199577,0.9752285002077274,0.7501809234332031,0.9727447747148865,0.7665458847888782,0.9511882121928971,0.8627047118204653,5183,1726,1431,5183
0.9697172926124639,0.7774712643678161,0.9748975675535502,0.7423178226514486,0.9723005301952671,0.7594879856276667,0.9503223711674939,0.8586076951024995,5073,1761,1452,5073
0.9702185463486769,0.7871165644171779,0.9759915589919222,0.7476689976689976,0.9730964904716737,0.7668858338314405,0.9517602857275383,0.86183027833046,5132,1732,1388,5132
0.9691430142258264,0.7829445388537,0.9756975074810164,0.7383449883449883,0.9724092158907747,0.7599910024743195,0.9505079085300803,0.8570212479130023,5068,1796,1405,5068
0.9702789681105547,0.7861491628614916,0.9756857315912434,0.7494196169471852,0.9729748386428744,0.7673451195958996,0.951574748364952,0.8625526742692142,5165,1727,1405,5165
0.9702122527737579,0.7860696517412935,0.9754217618734194,0.7509722022180614,0.9728100329941786,0.768120212139069,0.9513273652148369,0.8631969820457404,5214,1729,1419,5214
0.9705537952886073,0.7815291445874337,0.9750367615258195,0.7511641443538999,0.9727901136549962,0.766045855902649,0.9512500579804258,0.8631004529398597,5162,1710,1443,5162
0.9700214868929953,0.776991694863119,0.9749486014408874,0.7433784579164214,0.9724788033363205,0.7598135057903445,0.9506161386582557,0.8591635296786545,5052,1744,1450,5052
0.969923777078064,0.7868252516010978,0.975800169641157,0.7469600463231036,0.9728530995443878,0.7663745729986633,0.9513582881086012,0.8613801079821304,5160,1748,1398,5160
